t,measureStartTime,full,gain,int_idx,state
TSL2591 found,0,0,0,0,SETUP
AW9523 found,0,0,0,0,SETUP
6183,0,0,0,0,IDLE
6184,0,0,0,0,IDLE
6185,0,0,0,0,IDLE
6186,0,0,0,0,IDLE
6187,0,0,0,0,IDLE
6187,0,0,0,0,IDLE
6188,0,0,0,0,IDLE
6189,0,0,0,0,IDLE
6190,0,0,0,0,IDLE
6191,0,0,0,0,IDLE
6192,0,0,0,0,IDLE
6193,0,0,0,0,IDLE
6194,0,0,0,0,IDLE
6194,0,0,0,0,IDLE
6195,0,0,0,0,IDLE
6196,0,0,0,0,IDLE
6197,0,0,0,0,IDLE
6198,0,0,0,0,IDLE
6199,0,0,0,0,IDLE
6200,0,0,0,0,IDLE
6201,0,0,0,0,IDLE
6201,0,0,0,0,IDLE
6202,0,0,0,0,IDLE
6203,0,0,0,0,IDLE
6204,0,0,0,0,IDLE
6205,0,0,0,0,IDLE
6206,0,0,0,0,IDLE
6207,0,0,0,0,IDLE
6208,0,0,0,0,IDLE
6209,0,0,0,0,IDLE
6210,0,0,0,0,IDLE
6211,0,0,0,0,IDLE
6211,0,0,0,0,IDLE
6212,0,0,0,0,IDLE
6213,0,0,0,0,IDLE
6214,0,0,0,0,IDLE
6215,0,0,0,0,IDLE
6216,0,0,0,0,IDLE
6217,0,0,0,0,IDLE
6218,0,0,0,0,IDLE
6219,0,0,0,0,IDLE
6219,0,0,0,0,IDLE
6220,0,0,0,0,IDLE
6221,0,0,0,0,IDLE
6222,0,0,0,0,IDLE
6223,0,0,0,0,IDLE
6224,0,0,0,0,IDLE
6225,0,0,0,0,IDLE
6226,0,0,0,0,IDLE
6227,0,0,0,0,IDLE
6227,0,0,0,0,IDLE
6228,0,0,0,0,IDLE
6229,0,0,0,0,IDLE
6230,0,0,0,0,IDLE
6231,0,0,0,0,IDLE
6232,0,0,0,0,IDLE
6233,0,0,0,0,IDLE
6234,0,0,0,0,IDLE
6235,0,0,0,0,IDLE
6236,0,0,0,0,IDLE
6237,0,0,0,0,IDLE
6238,0,0,0,0,IDLE
6239,0,0,0,0,IDLE
6240,0,0,0,0,IDLE
6240,0,0,0,0,IDLE
6241,0,0,0,0,IDLE
6242,0,0,0,0,IDLE
6243,0,0,0,0,IDLE
6244,0,0,0,0,IDLE
6245,0,0,0,0,IDLE
6246,0,0,0,0,IDLE
6247,0,0,0,0,IDLE
6248,0,0,0,0,IDLE
